arrival_date,state,district,market,commodity,variety,min_price_per_quintal,max_price_per_quintal,modal_price_per_quintal
2025-08-18,Maharashtra,Nashik,Solapur,Wheat,Sharbati,100.0,1292.75,500.92
2025-12-11,Maharashtra,Jalgaon,Ahmednagar,Wheat,Lokwan,3504.11,4851.0,4020.12
2025-07-30,Maharashtra,Aurangabad,Jalgaon,Rice,Basmati,100.0,1096.59,554.62
2025-10-08,Maharashtra,Ahmednagar,Pune,Potato,Local,2850.37,3746.46,3519.07
2025-03-11,Maharashtra,Kolhapur,Solapur,Maize,Yellow,1038.23,2340.61,1624.35
2025-10-28,Maharashtra,Aurangabad,Solapur,Cotton,Long Staple,603.48,1586.21,1230.73
2025-03-09,Maharashtra,Ahmednagar,Pune,Cotton,Long Staple,2419.89,3053.31,2531.49
2025-10-09,Maharashtra,Dhule,Ahmednagar,Cotton,Medium Staple,2541.59,2995.66,2859.19
2025-10-09,Maharashtra,Jalgaon,Nashik,Soybean,Bold,2486.62,3110.52,2610.45
2025-06-03,Maharashtra,Dhule,Nashik,Rice,Non-Basmati,2673.01,3312.13,2907.92
2025-08-12,Maharashtra,Sangli,Kolhapur,Maize,White,3000.19,3978.08,3329.22
2025-12-14,Maharashtra,Aurangabad,Nashik,Onion,Red,100.0,432.63,300.0
2025-07-08,Maharashtra,Pune,Jalgaon,Onion,Red,2255.22,3262.23,2662.27
2025-02-10,Maharashtra,Satara,Lasalgaon,Rice,Non-Basmati,373.94,1580.83,863.26
2025-06-22,Maharashtra,Dhule,Lasalgaon,Sugarcane,Local,660.08,1088.0,977.77
2025-08-26,Maharashtra,Pune,Kolhapur,Cotton,Medium Staple,717.89,1879.61,1179.64
2025-09-27,Maharashtra,Satara,Sangli,Cotton,Medium Staple,100.0,504.16,300.0
2025-06-14,Maharashtra,Kolhapur,Jalgaon,Chickpea,Kabuli,2206.0,3145.19,2486.75
2025-05-10,Maharashtra,Jalgaon,Jalgaon,Rice,Non-Basmati,100.0,843.62,379.4
2025-01-05,Maharashtra,Jalgaon,Sangli,Maize,Yellow,2758.08,3527.66,2986.07
2025-12-24,Maharashtra,Pune,Kolhapur,Rice,Non-Basmati,3670.93,4692.39,4322.51
2025-05-10,Maharashtra,Nashik,Solapur,Sugarcane,Local,4260.8,4674.15,4377.77
2025-06-25,Maharashtra,Kolhapur,Sangli,Soybean,Bold,765.14,1347.63,1190.8
2025-01-22,Maharashtra,Satara,Lasalgaon,Chickpea,Kabuli,384.28,1867.13,1075.38
2025-02-10,Maharashtra,Aurangabad,Solapur,Sugarcane,Local,2971.69,4025.9,3437.56
2025-06-02,Maharashtra,Aurangabad,Sangli,Maize,Yellow,2135.09,3454.25,2568.01
2025-02-15,Maharashtra,Aurangabad,Sangli,Sugarcane,Local,1901.64,3191.48,2411.12
2025-12-16,Maharashtra,Solapur,Jalgaon,Chickpea,Kabuli,656.96,1726.25,930.54
2025-01-09,Maharashtra,Jalgaon,Nashik,Rice,Non-Basmati,2512.15,3222.78,2644.5
2025-04-11,Maharashtra,Nashik,Lasalgaon,Maize,Yellow,3287.47,3702.87,3538.11
2025-02-16,Maharashtra,Kolhapur,Solapur,Soybean,Yellow,1367.17,2403.64,1572.92
2025-11-26,Maharashtra,Sangli,Kolhapur,Tomato,Hybrid,2402.38,3250.83,3056.53
2025-07-26,Maharashtra,Sangli,Pune,Tomato,Hybrid,2080.26,3205.33,2691.61
2025-08-29,Maharashtra,Satara,Ahmednagar,Chickpea,Kabuli,1426.06,2502.17,1716.68
2025-01-03,Maharashtra,Pune,Sangli,Chickpea,Desi,1837.04,2916.61,2438.69
2025-09-21,Maharashtra,Ahmednagar,Lasalgaon,Cotton,Medium Staple,1017.04,1476.63,1244.1
2025-02-05,Maharashtra,Jalgaon,Solapur,Chickpea,Desi,3307.27,3925.58,3527.02
2025-10-26,Maharashtra,Solapur,Ahmednagar,Rice,Non-Basmati,703.85,2155.08,1264.37
2025-08-31,Maharashtra,Satara,Jalgaon,Soybean,Yellow,1486.36,2682.32,1782.52
2025-08-26,Maharashtra,Ahmednagar,Lasalgaon,Cotton,Medium Staple,3444.21,4251.76,3583.09
2025-11-15,Maharashtra,Ahmednagar,Kolhapur,Soybean,Bold,1339.93,2682.32,1871.92
2025-08-07,Maharashtra,Jalgaon,Lasalgaon,Soybean,Bold,683.21,1512.33,1376.97
2025-07-20,Maharashtra,Jalgaon,Solapur,Soybean,Bold,2280.84,3041.2,2720.42
2025-01-27,Maharashtra,Ahmednagar,Nashik,Maize,White,4396.16,5049.53,4654.36
2025-03-30,Maharashtra,Ahmednagar,Ahmednagar,Wheat,Sharbati,3573.16,4006.5,3896.91
2025-09-26,Maharashtra,Satara,Nashik,Rice,Non-Basmati,2743.01,3633.76,3232.2
2025-11-03,Maharashtra,Nashik,Kolhapur,Maize,White,3172.21,3867.46,3693.04
2025-11-20,Maharashtra,Sangli,Sangli,Wheat,Lokwan,2487.86,3633.59,3119.66
2025-05-04,Maharashtra,Jalgaon,Nashik,Tomato,Hybrid,2129.15,2877.99,2774.45
2025-10-08,Maharashtra,Jalgaon,Sangli,Onion,Red,2980.05,3913.18,
2025-09-12,Maharashtra,Dhule,Sangli,Sugarcane,Local,2427.4,3709.52,2916.49
2025-12-25,Maharashtra,Satara,Solapur,Cotton,Long Staple,2066.18,2706.54,2436.1
2025-01-02,Maharashtra,Jalgaon,Kolhapur,Onion,White,2216.03,2875.48,2723.61
2025-11-25,Maharashtra,Ahmednagar,Lasalgaon,Chickpea,Desi,2398.57,3198.3,2898.51
2025-05-03,Maharashtra,Jalgaon,Kolhapur,Rice,Non-Basmati,2636.83,3629.66,2867.62
2025-08-24,Maharashtra,Dhule,Pune,Onion,Red,2533.46,3507.75,2938.0
2025-03-18,Maharashtra,Nashik,Jalgaon,Chickpea,Desi,1090.76,1884.55,1315.69
2025-03-19,Maharashtra,Jalgaon,Pune,Onion,Red,1612.31,2352.24,2251.78
2025-11-28,Maharashtra,Dhule,Nashik,Chickpea,Kabuli,685.84,1457.51,979.79
2025-06-12,Maharashtra,Dhule,Solapur,Maize,Yellow,2231.95,3127.7,2815.2
2025-05-30,Maharashtra,Satara,Pune,Rice,Non-Basmati,2586.65,3281.95,2912.99
2025-02-17,Maharashtra,Jalgaon,Jalgaon,Wheat,Lokwan,3523.49,4660.68,4081.73
2025-04-24,Maharashtra,Dhule,Lasalgaon,Wheat,Lokwan,2627.85,3659.87,2860.4
2025-03-05,Maharashtra,Pune,Sangli,Rice,Basmati,1497.4,2300.97,2055.65
2025-05-30,Maharashtra,Satara,Sangli,Maize,White,1786.62,2708.92,1994.34
2025-03-14,Maharashtra,Dhule,Solapur,Tomato,Hybrid,2880.36,3413.97,3274.85
2025-02-16,Maharashtra,Satara,Nashik,Maize,Yellow,1514.52,2044.08,1682.7
2025-10-23,Maharashtra,Jalgaon,Lasalgaon,Onion,White,2267.19,2959.06,2683.93
2025-12-28,Maharashtra,Sangli,Jalgaon,Chickpea,Desi,3051.96,4476.85,3644.39
2025-06-30,Maharashtra,Dhule,Nashik,Chickpea,Desi,4376.46,5172.19,4929.79
2025-09-16,Maharashtra,Aurangabad,Jalgaon,Tomato,Hybrid,3756.23,4449.57,3886.66
2025-04-05,Maharashtra,Pune,Kolhapur,Tomato,Hybrid,1474.21,2101.34,1869.51
2025-04-11,Maharashtra,Sangli,Nashik,Tomato,Local,993.05,2083.17,1604.38
2025-03-24,Maharashtra,Nashik,Solapur,Cotton,Medium Staple,2766.17,3686.95,3256.23
2025-03-23,Maharashtra,Sangli,Sangli,Potato,Local,2107.86,2376.47,2243.38
2025-05-01,Maharashtra,Kolhapur,Nashik,Cotton,Long Staple,429.94,1486.02,725.32
2025-01-03,Maharashtra,Nashik,Kolhapur,Rice,Non-Basmati,5176.84,6334.88,5610.79
2025-01-13,Maharashtra,Aurangabad,Kolhapur,Chickpea,Desi,2504.02,3029.9,
2025-06-13,Maharashtra,Ahmednagar,Jalgaon,Rice,Basmati,3490.02,4590.36,3999.17
2025-04-15,Maharashtra,Satara,Nashik,Onion,Red,1618.93,2489.98,2099.84
2025-12-11,Maharashtra,Nashik,Lasalgaon,Tomato,Local,2240.9,3177.75,2462.37
2025-12-14,Maharashtra,Ahmednagar,Kolhapur,Rice,Non-Basmati,2251.62,3335.84,2681.85
2025-06-15,Maharashtra,Dhule,Ahmednagar,Wheat,Sharbati,1585.57,2344.97,2172.6
2025-03-16,Maharashtra,Jalgaon,Sangli,Soybean,Yellow,1263.98,2364.22,1588.87
2025-03-01,Maharashtra,Kolhapur,Nashik,Maize,Yellow,4888.84,5380.57,5137.03
2025-08-21,Maharashtra,Solapur,Ahmednagar,Cotton,Long Staple,2405.22,3165.24,2925.95
2025-03-14,Maharashtra,Kolhapur,Pune,Cotton,Long Staple,463.95,1293.43,606.43
2025-10-05,Maharashtra,Kolhapur,Jalgaon,Onion,Red,2022.44,2868.65,2622.05
2025-05-29,Maharashtra,Kolhapur,Kolhapur,Sugarcane,Local,107.41,971.4,773.48
2025-05-03,Maharashtra,Dhule,Ahmednagar,Chickpea,Kabuli,806.34,1853.68,1485.22
2025-10-16,Maharashtra,Solapur,Pune,Rice,Basmati,2268.64,3399.14,2628.17
2025-01-04,Maharashtra,Solapur,Kolhapur,Sugarcane,Local,2673.2,3388.57,3147.12
2025-08-25,Maharashtra,Jalgaon,Jalgaon,Chickpea,Kabuli,100.0,671.26,300.0
2025-07-27,Maharashtra,Dhule,Sangli,Wheat,Lokwan,4324.96,4888.01,4559.01
2025-06-21,Maharashtra,Solapur,Sangli,Cotton,Long Staple,1592.77,2094.24,1709.39
2025-07-26,Maharashtra,Satara,Solapur,Wheat,Lokwan,1899.78,2901.93,2230.52
2025-05-30,Maharashtra,Jalgaon,Ahmednagar,Cotton,Long Staple,3709.62,4764.61,4340.24
2025-08-12,Maharashtra,Satara,Jalgaon,Tomato,Local,4150.74,5261.45,4553.79
2025-02-28,Maharashtra,Sangli,Nashik,Sugarcane,Local,1338.41,2368.87,1756.54
2025-10-20,Maharashtra,Kolhapur,Pune,Sugarcane,Local,3260.96,4164.72,3775.84
2025-05-31,Maharashtra,Pune,Ahmednagar,Soybean,Bold,2245.76,3136.26,2690.47
2025-06-10,Maharashtra,Dhule,Pune,Onion,White,5552.72,6348.31,5685.41
2025-04-23,Maharashtra,Kolhapur,Jalgaon,Rice,Non-Basmati,1255.48,2219.8,1691.99
2025-08-20,Maharashtra,Satara,Sangli,Tomato,Local,3990.86,5274.31,4479.63
2025-07-05,Maharashtra,Ahmednagar,Kolhapur,Tomato,Hybrid,1312.81,2644.32,1797.77
2025-08-27,Maharashtra,Jalgaon,Jalgaon,Maize,White,674.65,1885.82,1211.66
2025-09-04,Maharashtra,Pune,Sangli,Rice,Basmati,1724.06,3027.38,2136.01
2025-05-20,Maharashtra,Solapur,Lasalgaon,Cotton,Long Staple,100.0,1108.55,531.32
2025-04-22,Maharashtra,Pune,Lasalgaon,Chickpea,Kabuli,1004.24,1514.66,1382.8
2025-07-14,Maharashtra,Satara,Jalgaon,Potato,Local,1704.93,2619.73,2115.85
2025-05-05,Maharashtra,Kolhapur,Sangli,Sugarcane,Local,1628.1,2480.29,2196.28
2025-12-22,Maharashtra,Jalgaon,Lasalgaon,Soybean,Yellow,2999.76,3966.67,3599.7
2025-08-27,Maharashtra,Satara,Sangli,Potato,Local,2997.21,3978.28,3486.22
2025-01-01,Maharashtra,Satara,Ahmednagar,Rice,Non-Basmati,2281.51,2793.37,2457.33
2025-05-01,Maharashtra,Sangli,Sangli,Wheat,Sharbati,116.16,763.03,415.33
2025-03-30,Maharashtra,Aurangabad,Solapur,Wheat,Lokwan,187.91,721.61,300.0
2025-01-20,Maharashtra,Aurangabad,Lasalgaon,Wheat,Lokwan,1586.83,2193.27,1864.1
2025-09-30,Maharashtra,Solapur,Nashik,Sugarcane,Local,1055.25,1733.0,1497.4
2025-06-26,Maharashtra,Aurangabad,Nashik,Cotton,Medium Staple,1206.78,2502.37,1789.92
2025-04-24,Maharashtra,Solapur,Ahmednagar,Tomato,Local,3995.03,4862.59,4446.42
2025-10-09,Maharashtra,Solapur,Solapur,Tomato,Hybrid,1647.3,2536.64,1771.23
2025-01-27,Maharashtra,Sangli,Jalgaon,Onion,Red,1206.02,2267.66,1461.48
2025-07-07,Maharashtra,Nashik,Nashik,Sugarcane,Local,2048.99,3196.59,2495.82
2025-03-28,Maharashtra,Pune,Nashik,Sugarcane,Local,1350.7,2293.47,1876.13
2025-03-21,Maharashtra,Ahmednagar,Ahmednagar,Potato,Jyoti,2596.58,3893.51,3216.45
2025-06-29,Maharashtra,Kolhapur,Ahmednagar,Potato,Local,2114.08,3018.85,2794.67
2025-02-24,Maharashtra,Nashik,Solapur,Wheat,Sharbati,4089.3,5353.26,4724.37
2025-09-04,Maharashtra,Ahmednagar,Pune,Tomato,Hybrid,1769.4,2574.62,2149.8
2025-11-13,Maharashtra,Kolhapur,Solapur,Cotton,Medium Staple,4269.01,5441.68,4817.17
2025-08-21,Maharashtra,Satara,Solapur,Sugarcane,Local,3093.16,4041.31,3337.48
2025-09-27,Maharashtra,Pune,Lasalgaon,Potato,Local,2998.34,3686.78,3136.64
2025-04-19,Maharashtra,Solapur,Nashik,Chickpea,Desi,166.96,913.98,300.0
2025-08-26,Maharashtra,Nashik,Kolhapur,Wheat,Lokwan,100.0,570.82,300.0
2025-11-03,Maharashtra,Sangli,Jalgaon,Chickpea,Kabuli,445.53,1142.22,568.06
2025-06-04,Maharashtra,Pune,Nashik,Sugarcane,Local,2146.11,3224.66,2756.28
2025-06-17,Maharashtra,Dhule,Pune,Wheat,Lokwan,3011.13,3847.53,3405.09
2025-03-09,Maharashtra,Aurangabad,Jalgaon,Tomato,Hybrid,2554.94,3569.74,3141.48
2025-09-22,Maharashtra,Satara,Solapur,Tomato,Hybrid,1881.41,2894.08,2545.34
2025-08-23,Maharashtra,Nashik,Sangli,Potato,Local,2887.68,3928.3,3584.03
2025-02-08,Maharashtra,Pune,Pune,Chickpea,Kabuli,3271.03,4593.1,3933.33
2025-05-23,Maharashtra,Solapur,Kolhapur,Maize,Yellow,1600.08,2676.26,2130.02
2025-12-11,Maharashtra,Ahmednagar,Pune,Wheat,Sharbati,2804.64,3293.79,3169.82
2025-01-18,Maharashtra,Jalgaon,Nashik,Wheat,Sharbati,2502.01,3099.63,2960.81
2025-02-21,Maharashtra,Nashik,Nashik,Chickpea,Kabuli,2877.69,4023.69,3467.59
2025-08-10,Maharashtra,Kolhapur,Nashik,Potato,Jyoti,2254.58,3670.14,2893.11
2025-10-20,Maharashtra,Jalgaon,Nashik,Chickpea,Desi,2143.01,2952.08,2816.9
2025-03-21,Maharashtra,Jalgaon,Pune,Wheat,Sharbati,1236.37,2280.5,1774.73
2025-06-30,Maharashtra,Satara,Ahmednagar,Chickpea,Desi,2322.8,3527.68,2746.77
2025-05-20,Maharashtra,Kolhapur,Solapur,Chickpea,Kabuli,1411.31,2195.89,2092.33
2025-07-28,Maharashtra,Dhule,Ahmednagar,Potato,Jyoti,542.0,1537.81,1217.17
2025-12-01,Maharashtra,Ahmednagar,Ahmednagar,Potato,Jyoti,2473.46,3695.92,2859.99
2025-10-08,Maharashtra,Sangli,Nashik,Onion,White,783.82,1438.19,1273.02
2025-05-02,Maharashtra,Solapur,Lasalgaon,Wheat,Sharbati,1862.82,3033.97,2448.38
2025-07-30,Maharashtra,Jalgaon,Kolhapur,Onion,Red,1700.6,2566.35,2060.45
2025-12-10,Maharashtra,Jalgaon,Pune,Chickpea,Desi,1227.55,2046.52,1825.17
2025-05-15,Maharashtra,Solapur,Kolhapur,Chickpea,Desi,4019.52,4320.38,4186.39
2025-06-26,Maharashtra,Pune,Jalgaon,Maize,White,4077.25,4968.01,4465.94
2025-02-08,Maharashtra,Nashik,Jalgaon,Rice,Non-Basmati,1754.21,2831.88,2143.78
2025-03-16,Maharashtra,Ahmednagar,Sangli,Soybean,Yellow,3186.02,3938.61,3696.81
2025-12-19,Maharashtra,Pune,Sangli,Potato,Jyoti,432.42,1255.32,602.26
2025-02-18,Maharashtra,Sangli,Solapur,Chickpea,Kabuli,920.15,1619.18,1082.07
2025-08-05,Maharashtra,Satara,Pune,Onion,White,1786.33,2812.96,2426.69
2025-09-03,Maharashtra,Jalgaon,Pune,Sugarcane,Local,937.84,1851.62,1220.08
2025-08-19,Maharashtra,Solapur,Pune,Rice,Basmati,2654.61,3204.35,2950.77
2025-09-12,Maharashtra,Solapur,Ahmednagar,Chickpea,Desi,2278.93,3310.59,2845.04
2025-07-22,Maharashtra,Solapur,Lasalgaon,Tomato,Local,2094.14,2982.53,2443.09
2025-05-24,Maharashtra,Nashik,Jalgaon,Wheat,Lokwan,4740.89,5807.6,5340.65
2025-12-18,Maharashtra,Ahmednagar,Kolhapur,Cotton,Long Staple,2600.74,3359.62,2941.62
2025-10-23,Maharashtra,Solapur,Jalgaon,Sugarcane,Local,2634.88,3883.97,3191.24
2025-01-07,Maharashtra,Nashik,Lasalgaon,Rice,Basmati,2667.47,3707.54,3082.66
2025-04-11,Maharashtra,Sangli,Ahmednagar,Sugarcane,Local,757.32,2030.38,1418.81
2025-10-23,Maharashtra,Aurangabad,Nashik,Maize,Yellow,4543.86,5653.74,4840.3
2025-11-22,Maharashtra,Jalgaon,Ahmednagar,Sugarcane,Local,497.72,1710.14,
2025-08-16,Maharashtra,Nashik,Sangli,Potato,Local,2160.11,3395.87,2842.1
2025-04-13,Maharashtra,Kolhapur,Jalgaon,Potato,Local,2850.69,3771.82,3393.21
2025-04-02,Maharashtra,Pune,Ahmednagar,Chickpea,Kabuli,3116.83,4403.47,3680.37
2025-10-05,Maharashtra,Aurangabad,Lasalgaon,Soybean,Yellow,1848.95,2340.21,2126.54
2025-12-23,Maharashtra,Jalgaon,Sangli,Onion,Red,2972.95,3902.5,3392.17
2025-07-06,Maharashtra,Solapur,Ahmednagar,Rice,Non-Basmati,953.91,1761.64,1242.04
2025-05-26,Maharashtra,Ahmednagar,Pune,Rice,Non-Basmati,4248.6,5391.29,4504.52
2025-09-24,Maharashtra,Kolhapur,Lasalgaon,Rice,Basmati,1883.32,3197.27,2304.46
2025-04-29,Maharashtra,Satara,Sangli,Potato,Jyoti,1211.29,2643.32,1903.95
2025-09-21,Maharashtra,Aurangabad,Lasalgaon,Soybean,Yellow,1505.86,2213.04,1734.63
2025-10-03,Maharashtra,Dhule,Kolhapur,Potato,Local,2611.4,3394.69,2856.91
2025-07-22,Maharashtra,Jalgaon,Pune,Cotton,Medium Staple,358.03,959.7,603.91
2025-02-28,Maharashtra,Kolhapur,Pune,Rice,Basmati,2986.69,4325.58,3561.71
2025-12-13,Maharashtra,Satara,Kolhapur,Soybean,Bold,1377.18,2480.71,1783.47
2025-06-02,Maharashtra,Dhule,Pune,Maize,White,3734.47,4782.47,
2025-07-05,Maharashtra,Jalgaon,Nashik,Soybean,Yellow,402.79,1220.01,1009.07
2025-04-25,Maharashtra,Dhule,Ahmednagar,Chickpea,Kabuli,2379.96,3077.36,2658.46
2025-10-02,Maharashtra,Satara,Sangli,Sugarcane,Local,2829.33,3694.54,3164.66
2025-12-28,Maharashtra,Dhule,Jalgaon,Tomato,Local,3150.49,3494.39,3294.66
2025-08-24,Maharashtra,Jalgaon,Kolhapur,Potato,Local,1708.6,2274.85,
2025-03-07,Maharashtra,Satara,Nashik,Soybean,Yellow,836.29,1188.27,1018.33
2025-09-20,Maharashtra,Satara,Jalgaon,Chickpea,Desi,1643.49,2818.75,1951.68
2025-02-20,Maharashtra,Pune,Solapur,Sugarcane,Local,3485.54,4601.0,3899.99
2025-12-17,Maharashtra,Jalgaon,Solapur,Maize,Yellow,4910.29,5607.33,5010.73
2025-11-27,Maharashtra,Dhule,Jalgaon,Chickpea,Kabuli,338.58,816.42,552.54
2025-08-20,Maharashtra,Sangli,Jalgaon,Cotton,Medium Staple,1409.03,1981.72,1614.42
2025-12-26,Maharashtra,Aurangabad,Jalgaon,Cotton,Medium Staple,169.09,636.69,421.1
2025-01-13,Maharashtra,Ahmednagar,Lasalgaon,Sugarcane,Local,1642.3,2370.84,1841.95
2025-11-11,Maharashtra,Jalgaon,Lasalgaon,Rice,Non-Basmati,1517.43,2490.92,1734.51
2025-10-21,Maharashtra,Aurangabad,Lasalgaon,Tomato,Hybrid,375.03,1180.59,1065.36
2025-01-20,Maharashtra,Kolhapur,Jalgaon,Chickpea,Desi,4038.77,4678.26,4495.61
2025-08-01,Maharashtra,Jalgaon,Nashik,Rice,Non-Basmati,3318.63,4159.72,3876.24
2025-09-27,Maharashtra,Kolhapur,Kolhapur,Wheat,Sharbati,2200.46,3463.32,2792.07
2025-02-09,Maharashtra,Dhule,Ahmednagar,Potato,Local,1867.1,3182.89,2367.7
2025-05-15,Maharashtra,Aurangabad,Pune,Cotton,Medium Staple,3048.56,4273.42,3571.01
2025-09-19,Maharashtra,Sangli,Lasalgaon,Cotton,Long Staple,818.82,1818.15,1298.19
2025-06-30,Maharashtra,Aurangabad,Lasalgaon,Rice,Basmati,2296.43,2970.14,2786.05
2025-08-15,Maharashtra,Aurangabad,Ahmednagar,Soybean,Bold,1116.68,2477.69,1773.75
2025-09-22,Maharashtra,Satara,Solapur,Onion,White,5100.75,5496.71,5312.19
2025-04-16,Maharashtra,Dhule,Jalgaon,Onion,Red,605.36,1248.35,870.2
2025-11-17,Maharashtra,Kolhapur,Pune,Potato,Jyoti,2017.38,2519.73,2173.34
2025-04-06,Maharashtra,Nashik,Nashik,Onion,Red,344.2,1333.98,946.6
2025-10-22,Maharashtra,Aurangabad,Ahmednagar,Cotton,Long Staple,3033.27,3766.15,3402.53
2025-05-03,Maharashtra,Solapur,Pune,Soybean,Bold,2755.54,4115.14,3399.8
2025-10-04,Maharashtra,Dhule,Solapur,Cotton,Medium Staple,1315.76,1900.14,1662.76
2025-02-06,Maharashtra,Jalgaon,Nashik,Tomato,Hybrid,643.75,1785.99,1009.32
2025-09-25,Maharashtra,Satara,Jalgaon,Cotton,Long Staple,1668.02,2823.64,2037.03
2025-07-17,Maharashtra,Solapur,Sangli,Maize,Yellow,1195.03,2155.27,1662.53
2025-09-12,Maharashtra,Pune,Jalgaon,Potato,Jyoti,2017.25,2761.84,2576.92
2025-01-15,Maharashtra,Jalgaon,Jalgaon,Soybean,Yellow,4132.94,5004.05,4443.72
2025-03-26,Maharashtra,Nashik,Lasalgaon,Potato,Local,2815.52,4050.36,
2025-04-02,Maharashtra,Sangli,Kolhapur,Tomato,Hybrid,3188.62,3742.58,3411.0
2025-04-10,Maharashtra,Dhule,Nashik,Tomato,Hybrid,2062.48,3265.11,2494.91
2025-06-23,Maharashtra,Solapur,Solapur,Chickpea,Kabuli,5244.33,6313.81,5672.28
2025-08-03,Maharashtra,Nashik,Pune,Sugarcane,Local,2006.61,3529.64,2639.84
2025-12-31,Maharashtra,Solapur,Nashik,Sugarcane,Local,2733.23,4130.5,3370.73
2025-03-27,Maharashtra,Sangli,Solapur,Rice,Basmati,3426.03,4079.56,3818.36
2025-03-23,Maharashtra,Sangli,Ahmednagar,Maize,Yellow,2323.89,2897.86,2438.65
2025-11-18,Maharashtra,Nashik,Jalgaon,Tomato,Hybrid,2142.18,2931.76,2748.95
2025-04-27,Maharashtra,Pune,Nashik,Tomato,Hybrid,1715.82,1971.93,1816.19
2025-06-16,Maharashtra,Satara,Lasalgaon,Rice,Basmati,2134.65,3186.45,2521.6
2025-08-30,Maharashtra,Aurangabad,Ahmednagar,Tomato,Hybrid,4144.26,5086.48,4256.14
2025-10-05,Maharashtra,Sangli,Pune,Maize,Yellow,3585.15,4775.56,
2025-12-08,Maharashtra,Jalgaon,Ahmednagar,Soybean,Bold,2843.01,3641.44,3325.06
2025-05-14,Maharashtra,Kolhapur,Pune,Soybean,Bold,3269.64,3853.78,3592.36
2025-06-29,Maharashtra,Sangli,Nashik,Sugarcane,Local,1798.94,3003.25,2455.07
2025-06-14,Maharashtra,Jalgaon,Ahmednagar,Chickpea,Desi,3153.34,3898.48,3637.79
2025-07-31,Maharashtra,Nashik,Solapur,Rice,Non-Basmati,1829.37,2653.96,2317.24
2025-01-06,Maharashtra,Ahmednagar,Lasalgaon,Onion,Red,215.24,1309.68,539.9
2025-03-14,Maharashtra,Pune,Jalgaon,Potato,Jyoti,4575.81,5447.31,4698.94
2025-12-23,Maharashtra,Kolhapur,Lasalgaon,Maize,Yellow,1711.96,3070.93,2254.87
2025-03-18,Maharashtra,Jalgaon,Kolhapur,Onion,Red,3235.4,4250.94,3765.14
2025-10-10,Maharashtra,Pune,Nashik,Wheat,Lokwan,1646.63,2615.98,2064.71
2025-08-03,Maharashtra,Satara,Sangli,Sugarcane,Local,100.0,1016.47,300.0
2025-06-14,Maharashtra,Pune,Ahmednagar,Maize,White,1989.63,2704.04,2412.62
2025-06-23,Maharashtra,Ahmednagar,Kolhapur,Tomato,Hybrid,100.0,1058.47,300.0
2025-04-08,Maharashtra,Nashik,Nashik,Wheat,Lokwan,2878.76,3520.48,3406.43
2025-01-25,Maharashtra,Satara,Ahmednagar,Tomato,Hybrid,1730.1,2963.09,2224.96
2025-05-31,Maharashtra,Pune,Lasalgaon,Potato,Local,3320.37,4683.37,3962.64
2025-08-08,Maharashtra,Ahmednagar,Jalgaon,Maize,Yellow,2314.06,3121.42,2779.99
2025-06-03,Maharashtra,Satara,Ahmednagar,Chickpea,Kabuli,1155.18,1946.22,1263.89
2025-03-17,Maharashtra,Satara,Jalgaon,Onion,White,2832.92,3574.95,3303.76
2025-08-19,Maharashtra,Solapur,Pune,Soybean,Bold,160.95,1189.47,628.48
2025-01-03,Maharashtra,Nashik,Nashik,Onion,Red,1989.7,2791.95,2131.48
2025-03-14,Maharashtra,Kolhapur,Jalgaon,Maize,Yellow,100.0,971.76,300.0
2025-04-21,Maharashtra,Pune,Jalgaon,Rice,Basmati,2429.45,3806.46,2920.11
2025-12-01,Maharashtra,Satara,Nashik,Sugarcane,Local,2274.07,3042.38,2796.77
2025-03-13,Maharashtra,Kolhapur,Kolhapur,Potato,Jyoti,2015.52,3135.99,2651.35
2025-09-12,Maharashtra,Pune,Pune,Rice,Basmati,772.14,2181.05,1376.97
2025-08-06,Maharashtra,Satara,Ahmednagar,Tomato,Local,3952.95,4672.1,4122.89
2025-07-27,Maharashtra,Nashik,Jalgaon,Sugarcane,Local,3125.18,4391.56,
2025-09-06,Maharashtra,Satara,Nashik,Soybean,Yellow,2322.97,3228.11,2780.86
2025-10-17,Maharashtra,Dhule,Solapur,Sugarcane,Local,1520.74,2539.27,1802.99
2025-12-06,Maharashtra,Dhule,Pune,Sugarcane,Local,1869.7,2876.2,2080.16
2025-03-06,Maharashtra,Kolhapur,Kolhapur,Sugarcane,Local,2261.88,3258.74,2481.58
2025-10-12,Maharashtra,Solapur,Pune,Potato,Local,972.35,1975.97,1178.87
2025-01-04,Maharashtra,Solapur,Ahmednagar,Sugarcane,Local,2939.99,3799.39,3523.74
2025-07-15,Maharashtra,Sangli,Pune,Tomato,Local,3822.17,4462.39,4011.2
2025-04-29,Maharashtra,Dhule,Lasalgaon,Maize,Yellow,4292.25,4790.55,4550.89
2025-07-09,Maharashtra,Solapur,Kolhapur,Wheat,Lokwan,1856.9,2332.01,2087.58
2025-06-15,Maharashtra,Jalgaon,Nashik,Potato,Jyoti,3625.01,4642.98,4152.72
2025-08-20,Maharashtra,Ahmednagar,Sangli,Tomato,Local,4031.65,5094.76,4226.69
2025-05-10,Maharashtra,Jalgaon,Nashik,Sugarcane,Local,1627.05,2315.02,1741.49
2025-04-02,Maharashtra,Pune,Nashik,Potato,Jyoti,970.92,2078.53,1295.46
2025-11-28,Maharashtra,Satara,Kolhapur,Chickpea,Desi,3520.86,4653.66,3803.92
