sample_date,state,district,soil_type,ph,organic_carbon_pct,nitrogen_kg_ha,phosphorus_kg_ha,potassium_kg_ha,moisture_pct
2024-04-12,Maharashtra,Ahmednagar,Loamy,6.66,0.77,258.72,18.0,191.25,37.4
2024-09-29,Maharashtra,Dhule,Alluvial,5.91,0.24,234.95,6.39,223.86,36.02
2025-06-17,Maharashtra,Solapur,Red,6.33,0.4,482.66,28.61,327.44,24.71
2024-04-25,Maharashtra,Ahmednagar,Black,6.14,0.68,344.0,20.95,277.6,28.14
2025-04-08,Maharashtra,Solapur,Loamy,7.05,0.67,263.97,27.1,262.0,60.93
2024-04-13,Maharashtra,Solapur,Black,6.17,0.74,251.05,40.42,448.57,26.13
2024-09-15,Maharashtra,Pune,Red,,0.76,336.08,18.09,76.3,25.9
2024-11-03,Maharashtra,Solapur,Black,6.28,0.73,339.91,5.0,156.16,29.57
2025-01-01,Maharashtra,Jalgaon,Alluvial,5.31,0.7,80.0,26.81,151.88,23.62
2025-10-03,Maharashtra,Solapur,Red,7.01,0.66,311.44,23.67,82.93,38.18
2024-10-28,Maharashtra,Nashik,Alluvial,6.9,0.82,262.24,14.68,188.05,51.07
2025-07-13,Maharashtra,Nashik,Loamy,7.16,0.1,155.11,25.97,328.78,30.67
2024-01-27,Maharashtra,Nashik,Alluvial,6.33,1.04,330.42,29.86,200.84,21.52
2025-05-22,Maharashtra,Sangli,Alluvial,6.25,0.1,439.7,12.53,226.7,41.5
2025-06-10,Maharashtra,Satara,Black,7.08,0.38,304.54,18.99,87.74,37.33
2024-12-30,Maharashtra,Satara,Black,7.86,0.59,348.03,36.77,180.35,50.03
2024-10-24,Maharashtra,Satara,Red,6.81,0.82,404.33,14.78,213.83,32.55
2024-12-26,Maharashtra,Jalgaon,Loamy,7.1,0.1,193.58,22.67,324.24,34.88
2025-10-07,Maharashtra,Nashik,Red,6.57,0.64,111.39,5.0,92.51,36.21
2025-05-18,Maharashtra,Aurangabad,Loamy,5.72,0.85,312.55,7.18,214.5,39.07
2025-08-10,Maharashtra,Satara,Loamy,7.48,0.9,240.19,23.58,368.68,33.29
2024-01-30,Maharashtra,Dhule,Alluvial,7.44,0.48,150.07,34.28,215.49,31.34
2025-03-14,Maharashtra,Dhule,Black,7.3,0.57,253.75,8.38,50.0,15.8
2024-12-05,Maharashtra,Ahmednagar,Loamy,6.67,0.5,318.2,22.75,387.92,31.22
2024-05-05,Maharashtra,Sangli,Black,7.22,0.55,248.08,18.24,333.49,46.58
2025-08-18,Maharashtra,Aurangabad,Loamy,7.43,0.39,197.05,31.53,346.94,48.2
2025-07-19,Maharashtra,Solapur,Black,7.93,0.43,242.12,9.82,85.62,32.35
2024-12-31,Maharashtra,Nashik,Red,7.49,0.76,258.44,26.3,411.25,53.59
2025-03-18,Maharashtra,Jalgaon,Black,6.84,0.68,105.64,15.46,182.67,37.66
2024-09-19,Maharashtra,Sangli,Alluvial,5.88,0.77,248.58,24.23,209.06,21.95
2024-08-09,Maharashtra,Pune,Loamy,6.91,0.7,152.45,22.69,189.72,18.17
2024-01-02,Maharashtra,Pune,Alluvial,6.98,0.83,312.72,19.48,354.69,52.62
2025-01-28,Maharashtra,Kolhapur,Loamy,7.3,0.87,135.12,26.78,242.02,33.52
2024-11-01,Maharashtra,Solapur,Alluvial,7.75,0.21,341.02,22.44,308.17,23.43
2024-05-25,Maharashtra,Nashik,Loamy,6.73,0.44,227.27,20.67,267.59,10.89
2025-06-13,Maharashtra,Sangli,Black,8.27,0.59,216.56,18.44,250.5,33.25
2025-06-11,Maharashtra,Pune,Loamy,5.57,0.64,283.56,22.78,165.32,42.86
2024-11-03,Maharashtra,Kolhapur,Alluvial,7.09,0.48,190.72,24.22,441.21,29.63
2025-11-01,Maharashtra,Jalgaon,Alluvial,6.24,0.88,282.3,12.11,113.66,25.36
2024-12-05,Maharashtra,Nashik,Loamy,5.46,1.14,201.43,18.51,301.23,31.41
2024-12-17,Maharashtra,Pune,Loamy,6.66,0.7,215.46,11.45,297.67,52.92
2024-07-27,Maharashtra,Satara,Red,5.78,0.67,292.43,21.6,375.44,21.28
2024-07-23,Maharashtra,Dhule,Red,6.69,0.86,168.91,16.08,398.81,30.3
2025-09-16,Maharashtra,Kolhapur,Black,6.82,0.18,158.85,29.71,246.26,52.53
2025-11-20,Maharashtra,Jalgaon,Black,7.58,0.66,279.86,28.73,313.04,43.93
2025-12-21,Maharashtra,Pune,Black,5.74,0.89,257.85,12.77,436.49,40.15
2025-09-27,Maharashtra,Jalgaon,Black,7.44,0.49,273.5,21.98,253.48,30.22
2024-01-15,Maharashtra,Solapur,Black,6.87,0.34,286.21,28.39,153.36,38.37
2025-03-03,Maharashtra,Ahmednagar,Loamy,7.52,0.6,264.59,20.25,221.55,31.55
2025-04-20,Maharashtra,Kolhapur,Red,6.5,0.63,308.65,14.72,129.54,27.69
2024-10-24,Maharashtra,Sangli,Loamy,5.87,0.42,267.79,11.08,297.18,25.04
2025-07-10,Maharashtra,Sangli,Red,5.95,1.17,99.42,30.54,366.45,47.41
2024-04-03,Maharashtra,Pune,Red,5.9,0.53,120.17,31.03,247.9,37.28
2024-04-16,Maharashtra,Satara,Alluvial,7.13,0.36,414.24,19.92,97.9,41.77
2025-02-22,Maharashtra,Satara,Alluvial,7.83,0.63,260.01,29.66,362.17,39.82
2024-10-04,Maharashtra,Solapur,Red,6.4,0.88,336.02,5.0,82.37,43.29
2024-05-07,Maharashtra,Sangli,Loamy,7.24,0.65,232.34,35.28,105.4,34.94
2025-04-03,Maharashtra,Kolhapur,Red,5.73,0.77,255.36,20.43,242.17,32.22
2024-02-07,Maharashtra,Dhule,Black,,0.43,223.73,23.42,285.18,28.22
2025-08-31,Maharashtra,Satara,Loamy,7.27,1.02,457.27,18.79,302.22,21.03
2024-07-16,Maharashtra,Sangli,Loamy,5.79,0.79,280.26,35.96,253.39,24.54
2025-12-04,Maharashtra,Ahmednagar,Red,6.66,0.91,217.21,11.39,436.0,33.61
2024-12-22,Maharashtra,Kolhapur,Black,7.3,0.74,127.88,36.74,266.52,18.76
2024-01-07,Maharashtra,Dhule,Red,5.0,0.86,417.9,25.96,363.47,21.41
2025-07-09,Maharashtra,Ahmednagar,Black,7.73,0.43,246.94,28.23,338.7,50.51
2024-11-27,Maharashtra,Sangli,Loamy,7.05,0.53,319.54,18.71,130.71,40.69
2025-06-02,Maharashtra,Pune,Red,7.3,0.99,328.48,8.92,243.03,32.58
2024-07-12,Maharashtra,Aurangabad,Black,6.51,1.04,222.97,31.31,472.33,65.26
2024-11-11,Maharashtra,Aurangabad,Alluvial,5.59,0.36,313.8,25.11,209.56,18.22
2024-01-01,Maharashtra,Solapur,Loamy,7.17,0.71,211.67,35.62,192.54,49.71
2024-03-02,Maharashtra,Solapur,Loamy,6.74,0.54,180.77,20.06,277.06,36.66
2024-12-08,Maharashtra,Dhule,Alluvial,6.82,0.48,353.16,17.81,213.15,47.42
2025-08-23,Maharashtra,Ahmednagar,Black,7.56,0.72,247.34,35.88,180.63,39.31
2024-01-18,Maharashtra,Sangli,Loamy,7.33,0.94,301.48,41.12,211.67,15.53
2025-09-11,Maharashtra,Sangli,Black,8.14,0.76,292.87,22.09,403.2,39.15
2025-10-08,Maharashtra,Pune,Alluvial,6.91,0.57,311.03,14.47,246.34,42.03
2025-01-05,Maharashtra,Jalgaon,Red,6.32,0.78,135.48,30.11,127.19,11.7
2025-08-01,Maharashtra,Solapur,Loamy,6.67,0.56,213.18,19.46,108.83,61.33
2025-08-27,Maharashtra,Jalgaon,Loamy,7.09,0.75,234.04,27.99,480.68,41.73
2025-10-11,Maharashtra,Jalgaon,Black,7.51,1.0,193.48,19.41,237.67,46.06
2025-12-01,Maharashtra,Pune,Loamy,5.77,0.13,294.32,37.64,303.46,24.01
2025-07-24,Maharashtra,Jalgaon,Red,6.81,0.85,354.95,15.01,182.86,46.29
2025-11-29,Maharashtra,Jalgaon,Alluvial,7.93,0.27,367.61,26.81,292.1,51.07
2024-08-22,Maharashtra,Pune,Loamy,6.63,0.96,232.86,17.11,405.93,41.04
2024-03-09,Maharashtra,Satara,Alluvial,7.45,0.49,283.36,19.18,194.77,37.89
2025-03-22,Maharashtra,Jalgaon,Black,7.15,0.35,295.65,17.88,305.86,27.28
2025-09-01,Maharashtra,Solapur,Red,7.47,0.82,309.7,29.39,119.43,35.41
2024-01-08,Maharashtra,Pune,Loamy,6.23,0.74,189.75,31.18,462.29,31.86
2025-04-06,Maharashtra,Kolhapur,Alluvial,6.24,0.4,405.65,27.58,286.85,44.86
2024-11-06,Maharashtra,Jalgaon,Red,6.81,0.34,334.12,20.92,218.72,27.8
2024-05-13,Maharashtra,Satara,Alluvial,5.73,0.6,336.21,23.4,230.21,44.78
2025-01-19,Maharashtra,Solapur,Black,6.61,0.35,356.28,30.98,209.0,27.93
2024-02-25,Maharashtra,Nashik,Red,6.98,0.38,302.73,31.29,214.11,34.85
2024-12-25,Maharashtra,Solapur,Red,8.05,0.68,177.81,5.0,50.0,45.39
2024-04-23,Maharashtra,Ahmednagar,Black,7.08,0.41,248.88,19.28,250.2,29.55
2024-03-28,Maharashtra,Kolhapur,Black,7.24,0.76,127.92,19.76,246.01,45.81
2024-05-17,Maharashtra,Aurangabad,Loamy,7.62,1.02,293.21,28.69,308.87,44.64
2024-04-17,Maharashtra,Sangli,Black,6.12,0.61,246.46,21.33,207.69,34.75
2025-05-14,Maharashtra,Ahmednagar,Black,6.68,0.68,256.76,29.19,182.9,51.94
2025-06-18,Maharashtra,Pune,Alluvial,8.5,1.15,356.32,11.21,259.22,38.93
2024-05-23,Maharashtra,Pune,Red,6.74,0.35,223.44,24.6,98.76,51.23
2025-10-17,Maharashtra,Sangli,Alluvial,7.58,0.95,239.83,31.0,274.34,59.52
2024-02-25,Maharashtra,Dhule,Black,7.47,0.92,261.76,7.26,73.82,35.1
2025-09-11,Maharashtra,Dhule,Loamy,5.77,0.86,112.8,47.14,372.08,45.74
2024-01-06,Maharashtra,Sangli,Alluvial,7.02,0.97,238.71,33.91,328.43,30.35
2025-06-25,Maharashtra,Pune,Alluvial,6.9,0.72,80.0,22.01,167.38,25.61
2025-03-22,Maharashtra,Solapur,Red,7.03,0.5,213.16,13.72,326.11,35.65
2025-01-19,Maharashtra,Kolhapur,Red,6.27,0.92,328.42,20.25,271.15,21.65
2024-11-02,Maharashtra,Satara,Red,6.02,0.93,295.78,22.84,159.1,26.75
2025-09-30,Maharashtra,Aurangabad,Loamy,,0.93,212.41,26.41,57.71,45.1
2024-10-28,Maharashtra,Kolhapur,Loamy,6.73,0.66,263.26,37.01,291.64,31.84
2025-09-24,Maharashtra,Sangli,Black,7.63,0.47,174.0,17.24,180.57,46.53
2025-02-08,Maharashtra,Pune,Black,8.07,0.7,259.81,27.63,369.5,41.59
2025-09-02,Maharashtra,Dhule,Red,7.78,0.89,494.43,9.08,261.4,60.21
2025-11-08,Maharashtra,Pune,Alluvial,7.4,0.91,407.66,17.86,190.04,44.29
2025-07-15,Maharashtra,Dhule,Red,6.1,0.54,264.21,25.77,439.78,51.37
2025-05-24,Maharashtra,Kolhapur,Black,6.51,0.73,272.81,28.91,317.64,42.82
2024-03-13,Maharashtra,Ahmednagar,Alluvial,6.95,0.32,181.63,14.47,50.0,41.74
2025-07-17,Maharashtra,Solapur,Black,6.36,0.9,195.86,17.59,211.36,51.98
2024-09-21,Maharashtra,Kolhapur,Loamy,7.2,0.45,288.97,36.61,121.59,46.03
2024-08-14,Maharashtra,Solapur,Red,7.3,0.85,218.01,33.62,180.02,40.52
2024-07-11,Maharashtra,Jalgaon,Red,7.18,0.36,332.33,24.08,245.53,40.47
2025-01-08,Maharashtra,Kolhapur,Alluvial,7.52,0.91,385.57,5.0,295.4,44.46
2024-01-10,Maharashtra,Nashik,Red,6.17,0.73,286.61,47.11,286.14,29.94
2024-10-28,Maharashtra,Nashik,Black,7.45,0.45,268.14,21.8,367.79,29.43
2024-12-24,Maharashtra,Solapur,Black,6.31,0.82,125.54,18.87,323.66,55.1
2024-02-21,Maharashtra,Jalgaon,Loamy,6.14,0.5,319.81,16.78,317.47,60.37
2024-04-08,Maharashtra,Solapur,Black,7.17,0.84,168.51,25.76,280.15,26.85
2025-08-15,Maharashtra,Sangli,Alluvial,7.65,0.58,226.56,25.87,388.68,29.97
2024-01-13,Maharashtra,Nashik,Black,7.14,0.22,,31.51,228.37,51.71
2025-01-24,Maharashtra,Pune,Loamy,6.81,0.4,342.38,12.74,230.97,44.4
2024-12-22,Maharashtra,Solapur,Loamy,7.02,0.54,222.68,18.88,69.44,46.12
2025-10-01,Maharashtra,Solapur,Red,6.9,0.99,227.29,42.31,365.62,48.76
2024-01-11,Maharashtra,Aurangabad,Alluvial,6.01,0.88,204.05,24.25,252.31,35.11
2024-03-21,Maharashtra,Satara,Black,5.93,1.06,164.17,20.27,553.36,41.96
2024-09-17,Maharashtra,Satara,Loamy,6.74,1.06,209.22,12.58,219.45,41.03
2024-01-06,Maharashtra,Dhule,Black,6.86,0.52,130.95,27.06,268.86,27.7
2025-04-02,Maharashtra,Jalgaon,Loamy,6.81,0.6,314.65,32.31,314.65,41.78
2025-01-07,Maharashtra,Nashik,Red,7.27,0.55,291.56,30.75,149.81,52.85
2025-04-25,Maharashtra,Nashik,Loamy,6.65,0.48,304.84,19.41,295.85,33.99
2024-08-09,Maharashtra,Satara,Red,7.19,0.19,183.65,25.61,263.47,39.83
2024-03-21,Maharashtra,Solapur,Alluvial,6.7,0.65,164.39,38.72,229.63,40.48
2025-05-29,Maharashtra,Solapur,Black,,0.33,264.28,32.71,377.26,34.58
2024-02-29,Maharashtra,Nashik,Black,6.86,0.64,265.13,14.16,169.63,46.12
2024-08-08,Maharashtra,Jalgaon,Red,8.44,1.18,248.22,5.0,287.49,29.84
2024-12-14,Maharashtra,Ahmednagar,Alluvial,7.05,0.52,236.84,24.97,405.47,53.99
2025-07-14,Maharashtra,Sangli,Red,6.65,0.7,396.86,29.99,189.34,45.51
2024-08-15,Maharashtra,Aurangabad,Loamy,6.17,0.88,294.08,11.11,230.31,26.76
2024-10-16,Maharashtra,Nashik,Red,5.79,0.72,417.65,21.91,494.53,58.38
2024-10-19,Maharashtra,Dhule,Alluvial,6.11,0.72,361.52,19.36,307.44,40.02
2024-07-11,Maharashtra,Ahmednagar,Loamy,6.18,0.56,396.26,23.04,209.38,29.32
2025-04-18,Maharashtra,Nashik,Black,7.08,0.59,174.04,16.55,340.26,51.25
2024-09-13,Maharashtra,Aurangabad,Black,6.43,0.41,307.45,34.91,203.19,43.94
2025-05-20,Maharashtra,Satara,Black,6.93,0.86,225.46,23.48,103.51,16.74
2025-01-22,Maharashtra,Nashik,Alluvial,7.7,0.21,126.93,13.21,397.24,31.69
2025-09-06,Maharashtra,Ahmednagar,Alluvial,6.74,0.89,379.68,31.17,149.69,41.35
2025-02-01,Maharashtra,Sangli,Alluvial,8.26,0.3,236.5,9.36,505.17,12.09
2024-12-31,Maharashtra,Solapur,Alluvial,5.98,0.89,175.59,34.84,211.07,39.02
2025-10-19,Maharashtra,Kolhapur,Alluvial,6.69,0.56,226.83,31.91,473.33,39.9
2024-10-16,Maharashtra,Satara,Loamy,6.42,0.34,196.3,35.9,123.13,23.8
2024-11-04,Maharashtra,Ahmednagar,Red,7.46,0.79,204.5,20.42,362.55,41.25
2024-10-04,Maharashtra,Dhule,Black,5.23,0.88,242.27,17.04,309.97,38.09
2025-04-08,Maharashtra,Dhule,Alluvial,5.79,0.54,398.47,22.84,343.77,23.7
2024-07-07,Maharashtra,Pune,Black,6.72,0.83,206.69,21.16,356.8,49.03
2024-06-26,Maharashtra,Kolhapur,Alluvial,7.89,0.1,392.74,15.47,210.23,48.05
2025-06-11,Maharashtra,Nashik,Black,6.96,0.32,327.91,16.46,129.12,34.52
2025-01-09,Maharashtra,Pune,Red,5.85,0.97,291.7,18.34,254.91,35.62
2025-08-20,Maharashtra,Dhule,Black,5.96,0.59,319.85,10.3,282.3,46.72
2025-03-29,Maharashtra,Nashik,Black,7.97,0.18,261.09,28.78,212.82,35.59
2024-08-04,Maharashtra,Pune,Alluvial,6.37,0.48,362.88,21.48,287.76,14.83
2024-02-11,Maharashtra,Nashik,Loamy,6.14,0.42,305.36,18.92,292.96,43.84
2024-07-12,Maharashtra,Sangli,Loamy,7.83,0.61,126.83,10.9,169.0,28.24
2024-11-22,Maharashtra,Kolhapur,Black,7.51,0.56,283.7,10.4,299.5,33.32
2025-01-07,Maharashtra,Satara,Loamy,7.69,0.69,322.72,41.36,233.28,55.49
2025-04-09,Maharashtra,Satara,Red,6.13,0.63,236.88,15.73,190.0,36.39
2024-06-11,Maharashtra,Satara,Red,5.73,0.99,270.1,28.11,338.74,38.02
2024-10-02,Maharashtra,Dhule,Loamy,6.89,0.76,210.97,23.63,182.3,44.12
2024-12-29,Maharashtra,Sangli,Loamy,7.03,0.76,149.79,5.0,214.33,44.06
2025-10-03,Maharashtra,Aurangabad,Red,7.06,0.94,135.97,39.92,267.21,26.97
2025-04-24,Maharashtra,Kolhapur,Loamy,7.83,0.55,137.03,28.84,397.43,37.28
2025-11-19,Maharashtra,Ahmednagar,Loamy,5.59,0.33,313.52,14.32,279.28,38.43
2025-04-04,Maharashtra,Jalgaon,Alluvial,7.4,0.95,80.0,21.72,312.83,41.26
2024-09-21,Maharashtra,Aurangabad,Alluvial,6.03,0.68,206.68,10.51,230.24,41.47
2025-06-22,Maharashtra,Ahmednagar,Loamy,7.4,0.68,198.75,40.26,252.15,69.05
2025-01-20,Maharashtra,Satara,Loamy,6.47,0.49,237.43,12.92,255.11,23.89
2024-03-25,Maharashtra,Ahmednagar,Alluvial,6.23,0.5,111.49,16.77,289.33,49.76
2025-12-08,Maharashtra,Nashik,Alluvial,6.37,0.86,292.31,14.7,230.4,52.2
2024-11-11,Maharashtra,Nashik,Loamy,5.79,0.9,158.15,22.8,394.0,43.91
2024-08-30,Maharashtra,Ahmednagar,Alluvial,6.83,0.85,350.59,35.7,222.68,30.2
2025-04-13,Maharashtra,Solapur,Red,6.26,0.85,210.26,39.89,89.28,57.98
2024-12-07,Maharashtra,Pune,Black,7.35,0.79,252.35,18.01,534.28,11.7
2024-06-25,Maharashtra,Jalgaon,Red,7.25,0.68,260.3,25.78,227.26,29.8
2024-05-09,Maharashtra,Dhule,Alluvial,7.98,0.61,279.54,22.82,391.32,52.06
2025-10-18,Maharashtra,Ahmednagar,Red,7.06,0.95,262.96,12.18,400.48,33.56
2024-03-23,Maharashtra,Kolhapur,Black,7.16,0.56,225.83,46.23,354.52,57.16
2024-12-25,Maharashtra,Solapur,Alluvial,7.78,0.74,287.44,35.63,240.2,19.86
2024-03-28,Maharashtra,Sangli,Red,6.36,0.45,297.29,23.89,288.67,24.65
2025-06-15,Maharashtra,Solapur,Red,5.76,0.49,198.79,37.82,132.55,31.62
2025-09-29,Maharashtra,Jalgaon,Black,6.94,0.59,294.11,34.12,459.01,43.01
2025-04-15,Maharashtra,Kolhapur,Alluvial,5.8,0.45,355.34,22.82,174.82,35.34
2025-05-12,Maharashtra,Solapur,Loamy,8.5,0.85,316.47,25.26,234.61,32.12
2025-05-21,Maharashtra,Dhule,Alluvial,7.82,0.31,334.59,37.12,269.9,55.04
2024-12-19,Maharashtra,Pune,Black,8.31,0.67,273.75,12.54,249.26,56.16
2025-02-19,Maharashtra,Kolhapur,Black,6.84,0.68,185.11,38.74,194.31,33.03
2024-02-20,Maharashtra,Nashik,Black,7.19,0.2,195.23,19.75,399.43,17.48
2025-08-22,Maharashtra,Dhule,Black,6.48,0.54,285.59,37.25,355.03,12.11
2025-11-12,Maharashtra,Satara,Loamy,7.42,0.71,335.42,21.95,292.2,40.87
2024-03-03,Maharashtra,Sangli,Alluvial,5.95,0.76,482.87,25.38,220.04,45.87
2024-03-29,Maharashtra,Jalgaon,Alluvial,5.02,0.6,338.55,21.66,366.43,38.76
2025-12-01,Maharashtra,Jalgaon,Red,6.25,0.82,166.37,16.68,213.55,37.15
2024-07-08,Maharashtra,Ahmednagar,Loamy,5.78,0.62,198.62,19.3,417.04,28.35
2025-08-23,Maharashtra,Jalgaon,Loamy,7.83,0.65,442.28,35.79,271.12,45.86
2024-12-13,Maharashtra,Jalgaon,Red,8.07,0.71,242.85,5.0,382.98,58.14
2025-06-21,Maharashtra,Pune,Red,5.82,0.88,263.8,9.61,248.62,11.4
2024-06-24,Maharashtra,Sangli,Alluvial,7.7,0.48,183.17,14.75,267.15,37.07
2024-12-29,Maharashtra,Pune,Alluvial,7.47,0.53,385.21,11.22,382.54,26.36
2025-07-07,Maharashtra,Nashik,Alluvial,5.7,0.48,300.03,37.1,479.39,20.11
2025-04-27,Maharashtra,Kolhapur,Loamy,6.53,0.57,198.03,34.58,416.04,24.44
2024-04-28,Maharashtra,Solapur,Loamy,6.39,1.01,180.49,27.92,347.71,42.56
2024-06-17,Maharashtra,Sangli,Red,7.32,0.79,284.58,15.62,318.93,42.86
2025-09-11,Maharashtra,Solapur,Black,5.94,0.37,263.54,35.35,209.31,55.52
2024-05-26,Maharashtra,Satara,Black,6.73,0.5,326.57,6.12,289.52,38.11
2025-11-18,Maharashtra,Pune,Black,6.32,0.74,303.76,43.42,168.7,16.9
2025-03-12,Maharashtra,Dhule,Black,7.13,0.42,238.84,15.15,297.58,35.14
2025-03-14,Maharashtra,Solapur,Black,6.65,0.47,216.5,19.38,304.01,21.36
2024-07-07,Maharashtra,Dhule,Alluvial,6.43,0.99,247.2,17.71,63.92,23.52
2024-06-08,Maharashtra,Ahmednagar,Red,6.65,0.5,215.95,11.27,263.87,44.97
2025-02-05,Maharashtra,Sangli,Black,8.23,0.89,249.58,41.25,301.49,40.33
2025-08-08,Maharashtra,Ahmednagar,Black,6.51,0.96,261.32,29.89,251.63,45.05
2024-01-18,Maharashtra,Kolhapur,Black,6.07,0.47,188.17,34.15,295.8,33.71
2024-05-19,Maharashtra,Ahmednagar,Alluvial,7.21,0.43,310.45,9.76,125.83,47.49
2024-04-24,Maharashtra,Dhule,Black,6.7,0.58,230.37,23.81,182.41,33.04
2024-11-23,Maharashtra,Jalgaon,Red,5.81,0.38,192.65,27.21,363.49,51.4
2024-08-12,Maharashtra,Pune,Alluvial,8.36,0.68,231.87,24.71,260.06,42.14
2025-07-11,Maharashtra,Ahmednagar,Alluvial,6.55,0.6,279.38,10.4,293.99,35.52
2025-03-14,Maharashtra,Kolhapur,Loamy,6.54,0.74,,32.76,205.35,40.55
2025-07-03,Maharashtra,Sangli,Loamy,6.91,1.0,293.77,23.22,261.95,37.79
2025-12-18,Maharashtra,Aurangabad,Alluvial,8.01,0.85,331.87,12.45,50.0,57.15
2025-01-20,Maharashtra,Kolhapur,Black,5.62,0.77,364.4,5.0,344.6,40.95
2025-06-04,Maharashtra,Pune,Black,6.99,0.16,282.84,28.07,440.79,37.98
2024-09-09,Maharashtra,Solapur,Black,8.26,0.76,,46.5,153.5,35.14
2025-09-11,Maharashtra,Nashik,Black,6.89,1.08,238.47,11.85,165.97,48.12
2024-04-07,Maharashtra,Sangli,Loamy,5.94,0.1,,23.7,304.09,46.49
2024-03-11,Maharashtra,Dhule,Red,6.37,0.82,395.75,33.1,407.39,34.71
2025-07-04,Maharashtra,Nashik,Alluvial,6.94,0.61,418.99,9.3,259.79,24.13
2025-03-22,Maharashtra,Kolhapur,Black,7.73,0.44,312.02,17.2,137.07,27.18
2024-03-30,Maharashtra,Kolhapur,Loamy,6.56,0.85,328.68,13.4,239.14,35.79
2025-03-05,Maharashtra,Kolhapur,Red,7.38,1.08,280.08,31.85,157.01,54.19
2024-08-06,Maharashtra,Nashik,Alluvial,5.8,0.84,289.28,35.26,193.12,35.0
2024-04-16,Maharashtra,Ahmednagar,Alluvial,5.79,0.56,,23.59,229.6,30.87
2025-04-20,Maharashtra,Pune,Alluvial,6.46,0.41,254.09,13.58,167.07,16.87
2025-03-29,Maharashtra,Sangli,Black,7.81,0.69,189.51,17.57,182.21,56.16
2025-08-30,Maharashtra,Pune,Alluvial,6.85,0.87,282.51,15.7,267.45,44.83
2025-06-27,Maharashtra,Sangli,Black,7.0,0.55,255.23,12.23,281.5,47.55
2024-05-05,Maharashtra,Sangli,Red,6.99,0.58,415.75,20.98,117.6,49.54
2024-05-26,Maharashtra,Solapur,Loamy,7.58,1.36,333.33,27.75,299.64,36.02
2024-10-06,Maharashtra,Kolhapur,Loamy,6.37,0.92,282.76,26.9,221.81,39.02
2024-01-24,Maharashtra,Aurangabad,Loamy,7.28,0.94,238.64,21.92,332.03,55.86
2025-12-21,Maharashtra,Satara,Alluvial,6.22,0.28,394.08,22.57,338.05,40.15
2024-04-29,Maharashtra,Pune,Loamy,8.19,0.47,257.6,21.18,205.55,45.05
2025-10-13,Maharashtra,Solapur,Red,6.24,0.67,286.53,9.03,321.41,48.45
2024-10-23,Maharashtra,Kolhapur,Black,6.18,0.4,263.38,23.6,176.3,45.72
2024-03-22,Maharashtra,Jalgaon,Loamy,7.18,1.05,227.67,16.16,392.38,36.46
2025-03-23,Maharashtra,Jalgaon,Black,6.86,1.0,262.92,8.53,180.09,37.59
2025-12-20,Maharashtra,Ahmednagar,Black,7.03,0.52,103.04,25.71,295.27,47.33
2025-04-14,Maharashtra,Nashik,Loamy,6.96,1.1,136.18,15.88,241.24,47.31
2025-02-26,Maharashtra,Jalgaon,Loamy,6.04,0.65,287.97,24.28,158.31,52.02
2025-06-28,Maharashtra,Dhule,Loamy,7.93,1.3,385.46,30.48,350.09,44.61
2024-01-24,Maharashtra,Kolhapur,Alluvial,7.43,0.69,287.86,12.5,198.59,45.16
2024-03-01,Maharashtra,Satara,Loamy,7.75,0.79,202.37,22.92,89.99,32.65
2025-12-01,Maharashtra,Aurangabad,Alluvial,6.43,1.0,144.57,5.0,50.0,31.03
2024-03-24,Maharashtra,Kolhapur,Red,7.09,0.97,322.76,37.33,172.5,47.37
2024-08-12,Maharashtra,Jalgaon,Black,6.94,0.78,214.62,8.41,397.59,31.11
2025-11-10,Maharashtra,Satara,Red,7.59,0.61,311.46,16.85,385.77,37.75
2024-07-04,Maharashtra,Aurangabad,Loamy,7.61,0.78,291.19,35.38,188.14,54.55
2025-01-09,Maharashtra,Ahmednagar,Black,6.94,0.45,298.26,19.65,222.55,52.65
2024-03-12,Maharashtra,Ahmednagar,Loamy,5.74,0.69,262.69,10.03,213.51,41.62
2024-03-14,Maharashtra,Solapur,Loamy,8.05,0.37,290.69,29.13,126.66,34.45
2024-12-06,Maharashtra,Aurangabad,Black,7.19,0.2,250.44,28.91,165.12,36.52
2024-06-01,Maharashtra,Aurangabad,Red,6.37,0.66,209.18,15.67,358.11,48.41
2024-04-05,Maharashtra,Dhule,Loamy,7.08,0.97,182.92,16.75,310.39,37.56
2025-07-18,Maharashtra,Aurangabad,Black,5.74,0.88,80.0,17.65,287.31,31.3
2025-03-20,Maharashtra,Jalgaon,Red,7.54,0.63,245.51,19.93,126.49,52.59
2025-11-16,Maharashtra,Dhule,Alluvial,5.77,1.09,381.55,5.0,270.07,40.18
2024-04-19,Maharashtra,Aurangabad,Red,6.65,0.51,318.41,20.19,50.0,31.07
2025-04-02,Maharashtra,Pune,Red,6.97,0.17,278.22,39.84,344.28,43.75
2024-02-20,Maharashtra,Solapur,Black,7.53,0.1,201.28,13.04,285.86,49.65
2025-01-11,Maharashtra,Solapur,Red,6.87,0.35,339.79,16.17,125.48,25.91
2024-03-13,Maharashtra,Pune,Alluvial,,0.85,250.46,10.16,421.64,35.59
2024-07-30,Maharashtra,Dhule,Alluvial,6.78,0.49,385.99,28.12,80.38,35.04
2025-03-07,Maharashtra,Ahmednagar,Loamy,6.78,0.77,181.51,34.03,313.03,43.43
