state,district,year,crop,area_harvested_ha,production_tonnes,yield_kg_per_ha
Maharashtra,Pune,2018,Cotton,8129.97,966433.58,2277.57
Maharashtra,Solapur,2018,Rice,12425.98,904010.3,5949.16
Maharashtra,Jalgaon,2023,Tomato,35615.64,632835.16,4798.91
Maharashtra,Nashik,2025,Wheat,7000.51,843909.29,4946.15
Maharashtra,Satara,2020,Chickpea,46314.57,1055021.39,1935.35
Maharashtra,Satara,2025,Cotton,15467.22,1258380.01,1297.69
Maharashtra,Aurangabad,2020,Tomato,28793.75,456843.94,2642.46
Maharashtra,Ahmednagar,2018,Onion,16159.35,22464.57,2338.3
Maharashtra,Aurangabad,2024,Maize,23953.74,827051.24,4734.08
Maharashtra,Jalgaon,2021,Onion,45199.69,734181.61,1458.58
Maharashtra,Aurangabad,2023,Potato,3522.01,81771.11,3401.06
Maharashtra,Ahmednagar,2025,Maize,42831.5,948943.36,3955.06
Maharashtra,Nashik,2023,Rice,27922.93,1412129.84,2618.41
Maharashtra,Pune,2019,Onion,33287.06,603646.56,1603.34
Maharashtra,Solapur,2019,Chickpea,2888.76,1341593.1,5426.17
Maharashtra,Solapur,2020,Maize,38093.82,1219745.49,1263.62
Maharashtra,Pune,2022,Onion,6476.14,242993.57,2170.92
Maharashtra,Aurangabad,2018,Chickpea,48244.58,1181026.11,4661.12
Maharashtra,Satara,2022,Tomato,39984.44,775300.77,3829.21
Maharashtra,Satara,2019,Rice,24694.11,1377983.47,4518.55
Maharashtra,Ahmednagar,2024,Rice,46215.93,284544.64,4948.22
Maharashtra,Nashik,2020,Maize,8536.76,188007.15,5424.66
Maharashtra,Aurangabad,2020,Chickpea,49584.03,362299.96,2175.11
Maharashtra,Jalgaon,2025,Soybean,35869.27,89910.25,3108.68
Maharashtra,Solapur,2020,Rice,5009.06,480460.11,4285.71
Maharashtra,Jalgaon,2020,Potato,26875.92,424871.84,4871.1
Maharashtra,Sangli,2020,Soybean,35572.73,624614.54,3677.99
Maharashtra,Kolhapur,2018,Onion,30689.81,694734.32,3325.61
Maharashtra,Ahmednagar,2023,Tomato,21255.08,217508.46,4304.7
Maharashtra,Ahmednagar,2025,Rice,12482.33,929251.21,2601.16
Maharashtra,Dhule,2022,Tomato,11987.65,335739.31,5415.37
Maharashtra,Nashik,2024,Rice,46354.82,183332.04,1667.2
Maharashtra,Dhule,2023,Wheat,11813.56,1063362.23,5362.02
Maharashtra,Dhule,2019,Potato,48124.01,34591.53,4039.89
Maharashtra,Ahmednagar,2019,Sugarcane,10590.27,552864.73,3803.62
Maharashtra,Nashik,2023,Sugarcane,19275.76,217032.72,3084.75
Maharashtra,Jalgaon,2020,Cotton,714.94,1324247.66,1351.1
Maharashtra,Solapur,2025,Rice,45166.88,1236775.37,5257.14
Maharashtra,Kolhapur,2020,Potato,5307.15,91259.79,788.94
Maharashtra,Jalgaon,2023,Onion,17930.73,825901.38,1984.81
Maharashtra,Ahmednagar,2020,Sugarcane,42141.66,443385.63,1103.39
Maharashtra,Sangli,2023,Cotton,39615.71,289222.03,1087.59
Maharashtra,Aurangabad,2024,Soybean,42090.9,467652.18,2647.33
Maharashtra,Ahmednagar,2021,Tomato,45713.97,1223923.1,1382.34
Maharashtra,Sangli,2019,Soybean,45562.43,-100.0,3697.62
Maharashtra,Pune,2020,Potato,38547.91,972525.96,3949.37
Maharashtra,Solapur,2022,Chickpea,29162.94,1370098.53,5351.52
Maharashtra,Pune,2021,Rice,28121.31,672360.49,2148.17
Maharashtra,Ahmednagar,2018,Sugarcane,744.68,1352320.14,2200.48
Maharashtra,Sangli,2024,Sugarcane,36156.26,1360247.24,1855.03
Maharashtra,Jalgaon,2025,Soybean,11411.17,914588.86,4799.96
Maharashtra,Ahmednagar,2021,Sugarcane,41452.0,684032.88,2854.33
Maharashtra,Aurangabad,2021,Soybean,27734.82,1106626.64,3538.32
Maharashtra,Satara,2024,Rice,49363.67,1374375.85,2560.4
Maharashtra,Solapur,2021,Soybean,10592.65,-100.0,1362.47
Maharashtra,Solapur,2025,Wheat,36200.92,314805.97,1063.91
Maharashtra,Aurangabad,2022,Onion,27421.94,1230173.59,5275.5
Maharashtra,Aurangabad,2024,Maize,46597.16,1427324.27,1960.15
Maharashtra,Sangli,2019,Cotton,13373.09,615707.18,5678.91
Maharashtra,Kolhapur,2024,Chickpea,3065.94,1046535.72,5710.11
Maharashtra,Solapur,2020,Onion,27238.9,777490.44,3134.07
Maharashtra,Dhule,2025,Maize,26128.49,168457.78,5772.24
Maharashtra,Jalgaon,2022,Rice,15654.19,525088.1,656.68
Maharashtra,Jalgaon,2022,Chickpea,49328.24,246162.5,1004.08
Maharashtra,Jalgaon,2024,Onion,3578.6,1010523.25,1838.2
Maharashtra,Pune,2023,Sugarcane,28519.05,873351.0,1650.56
Maharashtra,Ahmednagar,2020,Rice,13084.82,50784.84,1889.51
Maharashtra,Sangli,2023,Maize,195.41,92879.57,2987.62
Maharashtra,Nashik,2023,Cotton,49393.67,391558.33,846.07
Maharashtra,Solapur,2024,Sugarcane,24132.48,1117416.87,3554.64
Maharashtra,Sangli,2025,Rice,42873.81,190690.73,2202.0
Maharashtra,Jalgaon,2021,Onion,42019.36,307558.76,893.51
Maharashtra,Dhule,2023,Onion,40632.69,1361485.78,4642.65
Maharashtra,Nashik,2018,Cotton,23004.96,819433.19,4093.86
Maharashtra,Ahmednagar,2021,Wheat,44806.72,931464.04,4863.87
Maharashtra,Ahmednagar,2021,Sugarcane,18426.88,683921.33,5665.79
Maharashtra,Satara,2023,Sugarcane,20478.51,450006.6,3721.71
Maharashtra,Solapur,2023,Cotton,12859.69,374070.86,4826.94
Maharashtra,Solapur,2019,Chickpea,22459.45,884034.77,1595.5
Maharashtra,Nashik,2025,Soybean,49326.36,706727.46,2757.02
Maharashtra,Aurangabad,2021,Potato,28704.71,604848.17,3415.39
Maharashtra,Solapur,2018,Cotton,41571.78,1041730.55,
Maharashtra,Nashik,2022,Maize,13240.81,606529.16,4450.86
Maharashtra,Sangli,2024,Potato,47800.44,55577.21,4877.68
Maharashtra,Ahmednagar,2023,Potato,757.34,1259585.07,4167.69
Maharashtra,Aurangabad,2021,Chickpea,46519.24,477945.96,759.85
Maharashtra,Sangli,2022,Rice,44910.39,1419629.4,2431.69
Maharashtra,Ahmednagar,2023,Wheat,3461.08,1319397.36,3648.41
Maharashtra,Sangli,2019,Sugarcane,30281.85,351257.41,3293.28
Maharashtra,Solapur,2024,Rice,39283.68,1448223.79,746.38
Maharashtra,Jalgaon,2023,Chickpea,20250.01,1280414.36,5893.5
Maharashtra,Satara,2018,Soybean,4683.68,1477532.17,5758.58
Maharashtra,Aurangabad,2020,Rice,41487.06,1017083.71,4755.69
Maharashtra,Pune,2025,Soybean,23378.27,1396124.76,804.44
Maharashtra,Nashik,2020,Rice,13236.18,1035294.64,2866.14
Maharashtra,Nashik,2023,Sugarcane,3635.69,1282712.54,2753.73
Maharashtra,Nashik,2019,Chickpea,32044.58,915838.72,3569.14
Maharashtra,Jalgaon,2018,Rice,2210.86,1393796.97,807.61
Maharashtra,Sangli,2023,Sugarcane,39575.58,777371.31,2830.11
Maharashtra,Solapur,2025,Sugarcane,38560.53,1104984.8,4668.12
Maharashtra,Aurangabad,2022,Wheat,16214.84,1375482.2,5989.04
Maharashtra,Sangli,2019,Tomato,23667.14,633873.98,3774.94
Maharashtra,Jalgaon,2021,Chickpea,33494.06,40089.91,5673.37
Maharashtra,Ahmednagar,2022,Cotton,47960.28,170014.15,5991.96
Maharashtra,Ahmednagar,2023,Maize,26055.54,1457881.21,2891.3
Maharashtra,Pune,2021,Cotton,49834.32,1309867.21,4177.8
Maharashtra,Dhule,2021,Chickpea,16322.78,725384.45,1672.68
Maharashtra,Kolhapur,2024,Potato,26371.95,1441368.67,3116.06
Maharashtra,Pune,2022,Rice,5869.22,278815.52,931.26
Maharashtra,Solapur,2024,Rice,27866.33,166894.07,660.32
Maharashtra,Kolhapur,2021,Onion,26862.03,902359.4,5411.06
Maharashtra,Nashik,2024,Cotton,42455.81,573489.39,5221.2
Maharashtra,Nashik,2020,Sugarcane,49827.92,509984.57,2216.36
Maharashtra,Dhule,2024,Soybean,49310.29,1101360.77,3013.24
Maharashtra,Satara,2022,Potato,11891.43,225444.7,3214.86
Maharashtra,Pune,2019,Potato,16988.43,1167784.31,3363.86
Maharashtra,Aurangabad,2020,Maize,13805.38,539494.7,1240.14
Maharashtra,Aurangabad,2019,Sugarcane,10064.01,1480112.97,4762.82
Maharashtra,Nashik,2018,Cotton,7591.79,1213214.76,2412.99
Maharashtra,Ahmednagar,2019,Potato,25636.03,969512.23,674.32
Maharashtra,Solapur,2022,Tomato,43637.69,344554.68,4221.09
Maharashtra,Sangli,2019,Maize,29534.39,1434661.48,5064.33
Maharashtra,Aurangabad,2018,Wheat,43645.92,49848.6,5549.7
Maharashtra,Ahmednagar,2021,Chickpea,47978.78,335413.0,4209.23
Maharashtra,Sangli,2022,Cotton,19218.76,55645.18,1552.03
Maharashtra,Kolhapur,2023,Maize,41799.82,1449791.01,3743.79
Maharashtra,Jalgaon,2020,Rice,2711.53,1307238.55,5514.69
Maharashtra,Sangli,2025,Onion,24105.55,1428185.44,2428.08
Maharashtra,Solapur,2020,Wheat,18478.0,1072694.96,5743.43
Maharashtra,Aurangabad,2019,Rice,10322.11,41622.39,1037.23
Maharashtra,Jalgaon,2020,Soybean,21975.8,1397287.31,4504.29
Maharashtra,Dhule,2024,Rice,22240.76,631718.68,1159.51
Maharashtra,Sangli,2018,Sugarcane,40446.13,552617.2,4893.81
Maharashtra,Jalgaon,2023,Sugarcane,43459.04,426556.48,1037.11
Maharashtra,Jalgaon,2024,Sugarcane,32881.83,430553.34,2291.49
Maharashtra,Nashik,2020,Onion,31706.07,1201042.51,4772.74
Maharashtra,Satara,2024,Onion,5598.1,384941.03,3031.06
Maharashtra,Sangli,2019,Potato,28805.56,333632.01,5354.78
Maharashtra,Satara,2025,Maize,13794.79,1047180.43,2709.56
Maharashtra,Aurangabad,2020,Cotton,14808.66,431550.87,5972.27
Maharashtra,Ahmednagar,2024,Sugarcane,4829.26,20189.84,602.71
Maharashtra,Ahmednagar,2025,Chickpea,31829.82,1397683.7,4328.34
Maharashtra,Aurangabad,2021,Onion,29232.04,470689.05,5537.38
Maharashtra,Sangli,2021,Tomato,11091.6,1146683.99,3447.93
Maharashtra,Kolhapur,2020,Tomato,13225.54,703746.5,5936.8
Maharashtra,Solapur,2022,Onion,38672.76,201552.69,4394.13
Maharashtra,Satara,2023,Sugarcane,39667.37,993061.39,2862.39
Maharashtra,Sangli,2020,Soybean,24704.92,347723.96,3334.58
Maharashtra,Pune,2025,Cotton,7535.23,432232.85,5326.08
Maharashtra,Nashik,2021,Chickpea,2874.06,49093.34,5766.71
Maharashtra,Satara,2025,Potato,13646.3,25096.82,3557.37
Maharashtra,Sangli,2021,Tomato,36586.17,770672.38,2189.33
Maharashtra,Jalgaon,2018,Tomato,30080.75,87163.47,1816.29
Maharashtra,Kolhapur,2019,Soybean,35933.53,314521.65,3123.77
Maharashtra,Nashik,2018,Soybean,23640.22,1385748.82,2129.86
Maharashtra,Aurangabad,2022,Onion,37759.82,124741.76,2814.6
Maharashtra,Satara,2019,Tomato,24092.21,436538.85,5089.57
Maharashtra,Kolhapur,2020,Wheat,4292.34,1089928.98,3095.93
Maharashtra,Ahmednagar,2020,Onion,4084.93,1326545.47,4024.83
Maharashtra,Jalgaon,2022,Maize,41591.99,69793.62,995.59
Maharashtra,Pune,2023,Maize,31518.25,278566.56,4691.7
Maharashtra,Nashik,2021,Soybean,14028.44,582131.22,3155.97
Maharashtra,Aurangabad,2023,Sugarcane,37883.05,541810.86,2485.18
Maharashtra,Aurangabad,2020,Cotton,6873.19,433144.34,3860.44
Maharashtra,Jalgaon,2018,Chickpea,32297.65,363840.23,1060.92
Maharashtra,Kolhapur,2021,Cotton,49475.35,403353.92,2776.99
Maharashtra,Aurangabad,2020,Potato,7585.98,200571.65,4960.35
Maharashtra,Nashik,2021,Sugarcane,7183.05,245408.27,1941.35
Maharashtra,Solapur,2023,Soybean,23444.94,910346.97,5527.53
Maharashtra,Aurangabad,2019,Potato,32168.8,438640.59,3820.04
Maharashtra,Ahmednagar,2020,Sugarcane,1424.66,599828.06,3474.31
Maharashtra,Kolhapur,2020,Onion,25033.58,618243.6,2697.64
Maharashtra,Sangli,2025,Onion,4250.2,165051.38,4581.0
Maharashtra,Jalgaon,2021,Potato,12142.06,1229330.94,3604.57
Maharashtra,Ahmednagar,2019,Maize,35648.64,1434561.32,4880.98
Maharashtra,Satara,2018,Wheat,36969.36,395681.02,2324.23
Maharashtra,Aurangabad,2025,Wheat,36513.65,441968.07,4361.08
Maharashtra,Pune,2019,Wheat,3350.8,1039884.14,5688.93
Maharashtra,Ahmednagar,2018,Sugarcane,39359.48,121342.28,2039.55
Maharashtra,Solapur,2024,Cotton,21667.13,1361030.74,5895.51
Maharashtra,Satara,2024,Sugarcane,23817.95,181323.67,2757.9
Maharashtra,Nashik,2025,Wheat,21042.55,1098227.68,711.93
Maharashtra,Satara,2022,Cotton,42865.42,437626.86,2467.36
Maharashtra,Solapur,2023,Cotton,34030.52,485235.45,1323.03
Maharashtra,Dhule,2025,Rice,25051.29,211696.55,2173.57
Maharashtra,Jalgaon,2019,Wheat,41730.92,969683.57,1027.83
Maharashtra,Dhule,2018,Chickpea,40287.64,1192594.04,1480.12
Maharashtra,Dhule,2021,Sugarcane,351.7,1425387.24,1196.84
Maharashtra,Pune,2018,Cotton,23996.11,497658.38,739.12
Maharashtra,Aurangabad,2022,Rice,2208.08,931960.77,2129.03
Maharashtra,Pune,2018,Soybean,15428.61,622781.93,5675.28
Maharashtra,Satara,2023,Tomato,40211.48,836986.59,5721.66
Maharashtra,Sangli,2024,Maize,47208.21,244816.13,5156.56
Maharashtra,Satara,2025,Cotton,12179.13,872838.46,566.77
Maharashtra,Jalgaon,2019,Soybean,1169.11,1273698.86,654.68
Maharashtra,Aurangabad,2018,Chickpea,20176.58,1295547.9,556.97
Maharashtra,Kolhapur,2019,Soybean,16822.43,725342.3,2516.52
Maharashtra,Sangli,2022,Sugarcane,33880.61,354001.82,5891.42
Maharashtra,Aurangabad,2018,Potato,24803.38,1255100.12,5432.61
Maharashtra,Kolhapur,2018,Sugarcane,20002.48,1499143.06,1877.94
Maharashtra,Dhule,2022,Chickpea,11554.82,566050.88,2756.07
Maharashtra,Nashik,2023,Soybean,41441.17,1386590.87,5034.36
Maharashtra,Aurangabad,2018,Wheat,12494.63,1475198.46,4672.21
Maharashtra,Kolhapur,2019,Cotton,2831.28,593722.12,1229.4
Maharashtra,Solapur,2023,Onion,28274.06,1074568.48,1092.77
Maharashtra,Sangli,2020,Rice,15935.7,871848.21,3490.46
Maharashtra,Pune,2023,Maize,35650.51,1083429.44,1061.62
Maharashtra,Aurangabad,2024,Maize,4135.5,231652.03,5037.6
Maharashtra,Sangli,2020,Chickpea,48318.75,550396.4,1893.3
Maharashtra,Jalgaon,2024,Potato,9424.21,94665.66,1535.81
Maharashtra,Nashik,2019,Soybean,17917.14,920017.6,1521.19
Maharashtra,Ahmednagar,2024,Wheat,24099.65,1390081.3,748.77
Maharashtra,Solapur,2025,Sugarcane,44516.86,840644.73,4030.09
Maharashtra,Jalgaon,2018,Sugarcane,36154.79,105962.26,1404.73
Maharashtra,Pune,2019,Chickpea,7326.94,1395600.91,1783.36
Maharashtra,Kolhapur,2022,Potato,21986.82,199880.88,4632.18
Maharashtra,Jalgaon,2019,Rice,27191.3,1324470.67,816.15
Maharashtra,Aurangabad,2020,Tomato,35136.07,1071483.76,1615.1
Maharashtra,Solapur,2025,Sugarcane,28633.54,954733.45,1321.42
Maharashtra,Sangli,2024,Wheat,22921.01,880477.97,526.67
Maharashtra,Aurangabad,2023,Tomato,38300.83,197158.25,3466.38
Maharashtra,Solapur,2024,Chickpea,18965.08,751515.21,1545.19
Maharashtra,Kolhapur,2021,Potato,49359.92,295441.21,3980.99
Maharashtra,Dhule,2022,Wheat,47394.35,857889.92,3259.79
Maharashtra,Dhule,2018,Chickpea,35398.28,671291.94,4173.33
Maharashtra,Ahmednagar,2024,Maize,44142.34,1019673.5,5898.6
Maharashtra,Pune,2023,Soybean,19719.46,1473754.3,1709.31
Maharashtra,Satara,2019,Sugarcane,29115.36,541842.6,4162.32
Maharashtra,Nashik,2022,Cotton,13705.49,925261.89,5084.86
Maharashtra,Jalgaon,2025,Tomato,44293.4,1296678.19,5765.62
Maharashtra,Kolhapur,2020,Tomato,23604.15,139843.49,3922.84
Maharashtra,Dhule,2024,Potato,26853.57,1200468.97,1219.59
Maharashtra,Kolhapur,2018,Wheat,43241.92,359517.74,796.16
Maharashtra,Sangli,2019,Tomato,39884.2,810643.89,2031.82
Maharashtra,Sangli,2024,Onion,16154.99,1487256.41,5604.87
Maharashtra,Kolhapur,2023,Rice,4462.64,1476086.09,3453.13
Maharashtra,Kolhapur,2019,Cotton,8188.45,474038.56,3686.18
Maharashtra,Pune,2018,Cotton,17020.88,198078.55,3858.31
Maharashtra,Pune,2023,Tomato,15334.01,1407308.46,2327.18
Maharashtra,Kolhapur,2021,Cotton,2011.7,1340347.39,1498.75
Maharashtra,Sangli,2021,Soybean,21660.05,924239.83,5748.33
Maharashtra,Pune,2022,Sugarcane,5381.93,49099.38,4654.62
Maharashtra,Nashik,2024,Cotton,11122.4,1127044.85,3310.78
Maharashtra,Jalgaon,2019,Wheat,39395.41,241702.39,2571.88
Maharashtra,Dhule,2025,Rice,24794.49,1414560.4,3155.25
Maharashtra,Pune,2022,Onion,18710.36,652971.54,685.16
Maharashtra,Pune,2018,Cotton,9353.22,922865.85,1861.21
Maharashtra,Ahmednagar,2023,Soybean,43327.38,421979.37,1878.88
Maharashtra,Solapur,2022,Potato,45194.12,712876.29,2949.41
Maharashtra,Jalgaon,2024,Potato,25982.03,1132075.94,1799.48
Maharashtra,Satara,2019,Onion,46071.61,738278.84,1520.01
Maharashtra,Ahmednagar,2024,Wheat,23292.97,1270872.4,4710.4
Maharashtra,Dhule,2025,Chickpea,5451.4,1069684.64,
Maharashtra,Satara,2021,Chickpea,950.27,116500.68,869.27
Maharashtra,Dhule,2021,Cotton,6506.05,910449.69,1653.1
Maharashtra,Aurangabad,2025,Maize,31170.55,919092.85,4755.28
Maharashtra,Pune,2018,Cotton,16113.17,571657.08,4987.09
Maharashtra,Dhule,2020,Onion,32450.62,484424.53,3250.88
Maharashtra,Sangli,2022,Maize,25448.01,94799.95,4321.86
Maharashtra,Aurangabad,2018,Sugarcane,16717.33,669511.64,926.8
Maharashtra,Solapur,2021,Wheat,11012.12,505226.39,5172.41
Maharashtra,Ahmednagar,2024,Tomato,4144.08,1426618.68,5080.01
Maharashtra,Jalgaon,2019,Rice,39141.31,1011424.49,4313.71
Maharashtra,Aurangabad,2019,Onion,40968.31,690362.09,5539.8
Maharashtra,Kolhapur,2023,Soybean,27118.4,1132040.66,761.99
Maharashtra,Kolhapur,2020,Onion,7939.02,1168265.07,1770.3
Maharashtra,Satara,2025,Onion,13250.1,720943.61,2494.0
Maharashtra,Jalgaon,2025,Chickpea,47761.75,114098.82,1372.24
Maharashtra,Ahmednagar,2020,Cotton,11374.45,1170936.42,4981.55
Maharashtra,Nashik,2021,Potato,2934.56,135880.92,4664.56
Maharashtra,Kolhapur,2020,Rice,27547.47,1271336.49,4752.89
Maharashtra,Jalgaon,2020,Soybean,13169.51,501568.26,2102.11
Maharashtra,Satara,2019,Rice,47876.0,957542.33,4694.77
Maharashtra,Aurangabad,2023,Potato,28780.92,1110736.48,1176.82
Maharashtra,Pune,2022,Chickpea,48294.16,53271.1,1087.4
Maharashtra,Dhule,2024,Onion,39300.27,577229.15,3712.32
Maharashtra,Jalgaon,2019,Rice,36181.93,906412.44,767.68
Maharashtra,Aurangabad,2023,Onion,41535.19,1272292.3,5662.58
Maharashtra,Dhule,2019,Onion,30283.79,1076795.64,2308.66
Maharashtra,Jalgaon,2021,Wheat,654.95,1344263.68,3123.68
Maharashtra,Nashik,2023,Onion,19683.99,124542.65,4972.76
Maharashtra,Ahmednagar,2025,Onion,11029.0,108197.09,2700.29
Maharashtra,Ahmednagar,2023,Cotton,21772.2,1070430.65,2868.55
Maharashtra,Jalgaon,2021,Chickpea,23580.42,598093.1,2413.69
Maharashtra,Ahmednagar,2025,Tomato,6478.77,722706.08,2434.48
Maharashtra,Aurangabad,2023,Wheat,1269.23,906671.9,3073.75
Maharashtra,Nashik,2024,Wheat,6996.19,1478919.22,5702.61
Maharashtra,Ahmednagar,2022,Sugarcane,42885.61,101215.65,5648.1
Maharashtra,Pune,2018,Wheat,37817.12,163787.89,3498.39
Maharashtra,Jalgaon,2020,Soybean,39964.76,1244055.2,3007.78
Maharashtra,Nashik,2023,Wheat,13887.7,31276.13,4944.89
Maharashtra,Pune,2020,Chickpea,11881.35,675957.03,4245.11
Maharashtra,Nashik,2019,Soybean,1964.88,1161290.38,5348.6
Maharashtra,Jalgaon,2019,Sugarcane,23666.2,293305.6,4518.37
Maharashtra,Kolhapur,2023,Cotton,19182.2,280921.66,5737.89
Maharashtra,Nashik,2023,Chickpea,41810.72,465723.39,5374.35
Maharashtra,Aurangabad,2023,Tomato,34125.19,225440.5,5203.87
Maharashtra,Satara,2024,Tomato,7299.87,1017990.0,2653.51
Maharashtra,Sangli,2024,Wheat,49359.04,300606.26,
Maharashtra,Aurangabad,2022,Maize,38554.97,340672.88,4576.62
Maharashtra,Sangli,2023,Cotton,36039.85,862615.25,960.62
Maharashtra,Solapur,2024,Potato,10909.12,1451027.95,2272.18
Maharashtra,Ahmednagar,2020,Chickpea,45267.31,1370866.92,5627.23
Maharashtra,Dhule,2019,Maize,23748.65,1296812.85,2975.56
Maharashtra,Kolhapur,2019,Wheat,14953.03,796620.29,1984.44
Maharashtra,Sangli,2024,Wheat,32776.2,446978.85,3120.49
Maharashtra,Jalgaon,2023,Wheat,10666.42,1058797.88,2087.24
Maharashtra,Kolhapur,2021,Rice,45387.52,584671.13,4725.43
Maharashtra,Aurangabad,2024,Potato,42731.75,1166974.52,5178.33
Maharashtra,Pune,2018,Rice,23299.08,24779.13,4804.62
Maharashtra,Kolhapur,2023,Tomato,9613.81,794545.29,1319.76
Maharashtra,Kolhapur,2025,Soybean,24875.56,506357.07,2348.31
Maharashtra,Solapur,2022,Wheat,7542.0,373949.13,1676.84
Maharashtra,Dhule,2018,Maize,13565.46,992924.34,735.4
Maharashtra,Solapur,2018,Potato,24188.35,987730.81,4565.46
Maharashtra,Kolhapur,2023,Rice,1154.87,56082.23,2855.98
Maharashtra,Solapur,2022,Onion,38309.56,1421574.48,2021.43
Maharashtra,Dhule,2024,Cotton,9926.05,543098.63,2191.4
Maharashtra,Ahmednagar,2020,Onion,43343.9,1376153.02,1242.59
Maharashtra,Pune,2023,Onion,1210.77,875788.12,5047.18
Maharashtra,Aurangabad,2019,Tomato,26653.37,979059.41,1291.58
Maharashtra,Satara,2022,Cotton,38854.88,1440793.11,2360.74
Maharashtra,Kolhapur,2019,Chickpea,11973.63,1233384.82,540.63
Maharashtra,Kolhapur,2024,Wheat,35406.9,210482.5,2900.26
Maharashtra,Satara,2024,Sugarcane,36071.3,8328.83,2451.4
Maharashtra,Dhule,2024,Wheat,31928.4,463226.78,4455.06
Maharashtra,Satara,2023,Soybean,18276.21,733062.12,4434.22
Maharashtra,Satara,2024,Maize,39274.73,1098358.76,712.47
Maharashtra,Ahmednagar,2023,Wheat,31458.84,991742.05,1137.25
Maharashtra,Pune,2021,Tomato,29560.37,469627.83,5475.44
Maharashtra,Kolhapur,2018,Tomato,40976.15,813222.99,4854.89
Maharashtra,Satara,2021,Sugarcane,12307.44,976574.51,2642.17
Maharashtra,Nashik,2024,Rice,11701.15,770868.43,1415.06
Maharashtra,Ahmednagar,2019,Tomato,15404.84,579977.11,4289.36
Maharashtra,Jalgaon,2019,Maize,7615.17,110163.04,3168.7
Maharashtra,Ahmednagar,2018,Maize,7266.13,506421.51,3413.27
Maharashtra,Solapur,2020,Chickpea,25976.83,609704.98,5674.26
Maharashtra,Aurangabad,2022,Soybean,37486.48,742839.75,2640.37
Maharashtra,Nashik,2021,Tomato,28266.68,381393.19,4656.39
Maharashtra,Pune,2021,Sugarcane,43677.3,1360310.25,2340.72
Maharashtra,Satara,2019,Maize,15862.03,427975.01,2325.2
Maharashtra,Nashik,2025,Maize,29792.82,1277400.39,5596.69
Maharashtra,Jalgaon,2018,Tomato,33095.96,667706.18,4342.69
Maharashtra,Dhule,2025,Maize,14106.44,1077375.97,5609.27
Maharashtra,Pune,2024,Onion,19875.57,166798.13,5970.2
Maharashtra,Pune,2019,Sugarcane,29587.9,817183.51,501.12
Maharashtra,Dhule,2019,Sugarcane,1144.44,1441258.43,5907.33
Maharashtra,Dhule,2024,Maize,44341.88,999543.69,1054.79
Maharashtra,Nashik,2024,Sugarcane,5642.1,1230523.75,887.26
Maharashtra,Sangli,2023,Cotton,2473.14,391975.16,4722.95
Maharashtra,Pune,2020,Sugarcane,10830.26,1200353.3,2426.02
Maharashtra,Nashik,2025,Onion,25165.67,527204.45,5547.97
Maharashtra,Ahmednagar,2025,Wheat,16502.0,727874.61,3494.79
